origem,alvo,h,modelo,y_true,media,q10,q20,q30,q40,q50,q60,q70,q80,q90
2020-01-01,2020-02-01,1,ardl_logdiff,0.000982,-0.013645,-0.031509,-0.024079,-0.019751,-0.018103,-0.013124,-0.008600,-0.006231,-0.002020,0.007240
2020-01-01,2020-02-01,1,ar1_logdiff,0.000982,-0.014866,-0.032867,-0.024430,-0.021566,-0.018962,-0.014104,-0.009283,-0.007728,-0.003773,0.001507
2020-01-01,2020-03-01,2,ardl_logdiff,-0.073804,-0.009890,-0.053017,-0.035079,-0.024630,-0.020652,-0.008630,0.002291,0.008011,0.018177,0.040533
2020-01-01,2020-03-01,2,ar1_logdiff,-0.073804,-0.008340,-0.045852,-0.028271,-0.022302,-0.016876,-0.006752,0.003293,0.006534,0.014776,0.025779
2020-02-01,2020-03-01,1,ardl_logdiff,-0.073804,-0.002642,-0.020439,-0.012668,-0.008791,-0.007334,-0.000855,0.002273,0.005592,0.008721,0.017886
2020-02-01,2020-03-01,1,ar1_logdiff,-0.073804,0.001162,-0.016972,-0.008546,-0.005640,-0.002938,0.003283,0.006525,0.008383,0.012197,0.017200
2020-02-01,2020-04-01,2,ardl_logdiff,-0.299859,-0.010911,-0.053877,-0.035117,-0.025758,-0.022240,-0.006598,0.000953,0.008967,0.016521,0.038648
2020-02-01,2020-04-01,2,ar1_logdiff,-0.299859,-0.006269,-0.044012,-0.026474,-0.020427,-0.014802,-0.001855,0.004893,0.008760,0.016698,0.027111
2020-03-01,2020-04-01,1,ardl_logdiff,-0.299859,-0.045514,-0.063188,-0.055336,-0.051615,-0.049589,-0.044620,-0.040654,-0.037717,-0.034155,-0.025353
2020-03-01,2020-04-01,1,ar1_logdiff,-0.299859,-0.050034,-0.067307,-0.060056,-0.056110,-0.053508,-0.048455,-0.043854,-0.041929,-0.038053,-0.032839
2020-03-01,2020-05-01,2,ardl_logdiff,-0.224864,-0.045956,-0.088625,-0.069669,-0.060685,-0.055795,-0.043800,-0.034224,-0.027135,-0.018534,0.002716
2020-03-01,2020-05-01,2,ar1_logdiff,-0.224864,-0.066164,-0.102233,-0.087092,-0.078853,-0.073420,-0.062868,-0.053260,-0.049240,-0.041147,-0.030259
2020-04-01,2020-05-01,1,ardl_logdiff,-0.224864,-0.169632,-0.187183,-0.179251,-0.175684,-0.173090,-0.169632,-0.164827,-0.162274,-0.158278,-0.149839
2020-04-01,2020-05-01,1,ar1_logdiff,-0.224864,-0.308112,-0.325077,-0.316029,-0.311722,-0.306996,-0.303263,-0.300310,-0.297960,-0.294179,-0.289084
2020-04-01,2020-06-01,2,ardl_logdiff,-0.118900,-0.171139,-0.213510,-0.194359,-0.185749,-0.179487,-0.171139,-0.159538,-0.153374,-0.143727,-0.123353
2020-04-01,2020-06-01,2,ar1_logdiff,-0.118900,-0.304367,-0.338299,-0.320201,-0.311586,-0.302134,-0.294668,-0.288761,-0.284061,-0.276498,-0.266309
2020-05-01,2020-06-01,1,ardl_logdiff,-0.118900,-0.157916,-0.181729,-0.172190,-0.165864,-0.162965,-0.156356,-0.152810,-0.146673,-0.140302,-0.130558
2020-05-01,2020-06-01,1,ar1_logdiff,-0.118900,-0.234574,-0.248988,-0.243760,-0.238096,-0.234149,-0.228248,-0.225986,-0.223193,-0.219436,-0.215565
2020-05-01,2020-07-01,2,ardl_logdiff,-0.027288,-0.253243,-0.310733,-0.287703,-0.272433,-0.265433,-0.249477,-0.240915,-0.226100,-0.210720,-0.187196
2020-05-01,2020-07-01,2,ar1_logdiff,-0.027288,-0.232068,-0.261136,-0.250593,-0.239171,-0.231212,-0.219311,-0.214750,-0.209118,-0.201540,-0.193735
2020-06-01,2020-07-01,1,ardl_logdiff,-0.027288,-0.255377,-0.281467,-0.272501,-0.265378,-0.259444,-0.257295,-0.252425,-0.246078,-0.238568,-0.224361
2020-06-01,2020-07-01,1,ar1_logdiff,-0.027288,-0.126442,-0.143548,-0.136395,-0.131990,-0.127464,-0.122130,-0.119858,-0.116969,-0.113782,-0.108651
2020-06-01,2020-08-01,2,ardl_logdiff,-0.005941,-0.278636,-0.341622,-0.319977,-0.302781,-0.288455,-0.283267,-0.271508,-0.256187,-0.238056,-0.203757
2020-06-01,2020-08-01,2,ar1_logdiff,-0.005941,-0.139327,-0.173604,-0.159272,-0.150444,-0.141374,-0.130687,-0.126134,-0.120344,-0.113958,-0.103675
2020-07-01,2020-08-01,1,ardl_logdiff,-0.005941,-0.103106,-0.124118,-0.117001,-0.108571,-0.104619,-0.103383,-0.097472,-0.094160,-0.090136,-0.077923
2020-07-01,2020-08-01,1,ar1_logdiff,-0.005941,-0.039213,-0.059273,-0.050655,-0.046228,-0.041414,-0.037691,-0.033568,-0.031548,-0.027559,-0.021032
2020-07-01,2020-09-01,2,ardl_logdiff,0.019532,-0.137683,-0.188410,-0.171229,-0.150876,-0.141335,-0.138351,-0.124080,-0.116085,-0.106371,-0.076886
2020-07-01,2020-09-01,2,ar1_logdiff,0.019532,-0.042657,-0.082778,-0.065541,-0.056688,-0.047059,-0.039612,-0.031366,-0.027327,-0.019348,-0.006295
2020-08-01,2020-09-01,1,ardl_logdiff,0.019532,-0.051822,-0.073801,-0.066213,-0.057608,-0.053797,-0.052341,-0.046416,-0.042802,-0.038816,-0.025621
2020-08-01,2020-09-01,1,ar1_logdiff,0.019532,-0.007915,-0.028656,-0.019498,-0.015127,-0.010660,-0.006319,-0.002805,0.000322,0.003681,0.011888
2020-08-01,2020-10-01,2,ardl_logdiff,0.012458,-0.082019,-0.135082,-0.116764,-0.095987,-0.086788,-0.083272,-0.068968,-0.060244,-0.050619,-0.018764
2020-08-01,2020-10-01,2,ar1_logdiff,0.012458,-0.032333,-0.073826,-0.055505,-0.046760,-0.037825,-0.029141,-0.022111,-0.015854,-0.009135,0.007281
2020-09-01,2020-10-01,1,ardl_logdiff,0.012458,-0.008925,-0.030660,-0.022414,-0.015179,-0.011499,-0.007264,-0.003468,-0.000114,0.004130,0.008118
2020-09-01,2020-10-01,1,ar1_logdiff,0.012458,-0.003462,-0.024488,-0.015326,-0.010783,-0.006413,-0.002102,0.001338,0.004558,0.007795,0.021094
2020-09-01,2020-11-01,2,ardl_logdiff,0.040664,0.008577,-0.043896,-0.023989,-0.006522,0.002363,0.012587,0.021750,0.029848,0.040094,0.049722
2020-09-01,2020-11-01,2,ar1_logdiff,0.040664,0.019324,-0.022745,-0.004413,0.004677,0.013420,0.022045,0.028927,0.035369,0.041846,0.068455
2020-10-01,2020-11-01,1,ardl_logdiff,0.040664,0.031483,0.009881,0.018546,0.025615,0.029455,0.033209,0.036781,0.040258,0.044581,0.051239
2020-10-01,2020-11-01,1,ar1_logdiff,0.040664,0.036129,0.015036,0.024181,0.028817,0.033064,0.037347,0.040801,0.044223,0.047374,0.060179
2020-10-01,2020-12-01,2,ardl_logdiff,0.049839,0.046654,-0.005497,0.015423,0.032487,0.041758,0.050822,0.059446,0.067839,0.078277,0.094351
2020-10-01,2020-12-01,2,ar1_logdiff,0.049839,0.048638,0.006433,0.024731,0.034007,0.042505,0.051076,0.057986,0.064835,0.071138,0.096760
2020-11-01,2020-12-01,1,ardl_logdiff,0.049839,0.056182,0.034744,0.043812,0.050368,0.054325,0.058539,0.061732,0.064920,0.069180,0.077061
2020-11-01,2020-12-01,1,ar1_logdiff,0.049839,0.053426,0.032446,0.041529,0.046251,0.050366,0.054674,0.057925,0.061282,0.064554,0.077146
2020-11-01,2021-01-01,2,ardl_logdiff,0.042560,0.048779,-0.002976,0.018916,0.034742,0.044297,0.054468,0.062179,0.069874,0.080158,0.099185
2020-11-01,2021-01-01,2,ar1_logdiff,0.042560,0.038112,-0.003870,0.014307,0.023754,0.031988,0.040608,0.047112,0.053831,0.060377,0.085573
2020-12-01,2021-01-01,1,ardl_logdiff,0.042560,0.042190,0.020917,0.030425,0.036492,0.040515,0.045279,0.048446,0.051035,0.055318,0.066952
2020-12-01,2021-01-01,1,ar1_logdiff,0.042560,0.034326,0.013625,0.022542,0.027381,0.031218,0.035529,0.038862,0.042154,0.045455,0.057455
2020-12-01,2021-02-01,2,ardl_logdiff,0.021360,0.033034,-0.018325,0.004629,0.019276,0.028990,0.040491,0.048135,0.054387,0.064727,0.092814
2020-12-01,2021-02-01,2,ar1_logdiff,0.021360,0.025987,-0.015434,0.002408,0.012091,0.019769,0.028395,0.035064,0.041652,0.048257,0.072266
2021-01-01,2021-02-01,1,ardl_logdiff,0.021360,0.033440,0.012067,0.022201,0.027947,0.032110,0.036845,0.039649,0.043317,0.046460,0.058036
2021-01-01,2021-02-01,1,ar1_logdiff,0.021360,0.034674,0.014111,0.022859,0.027835,0.031529,0.035868,0.039175,0.042606,0.045665,0.057069
2021-01-01,2021-03-01,2,ardl_logdiff,0.081678,0.107254,0.055657,0.080122,0.093994,0.104044,0.115475,0.122246,0.131101,0.138689,0.166634
2021-01-01,2021-03-01,2,ar1_logdiff,0.081678,0.114051,0.072905,0.090408,0.100365,0.107757,0.116439,0.123056,0.129921,0.136041,0.158860
2021-02-01,2021-03-01,1,ardl_logdiff,0.081678,0.094730,0.073046,0.081478,0.088947,0.093151,0.097909,0.100921,0.104227,0.107739,0.119938
2021-02-01,2021-03-01,1,ar1_logdiff,0.081678,0.100016,0.079850,0.088016,0.092877,0.096931,0.101285,0.104622,0.107997,0.111125,0.121928
2021-02-01,2021-04-01,2,ardl_logdiff,0.282037,0.318178,0.265828,0.286184,0.304216,0.314365,0.325854,0.333124,0.341106,0.349585,0.379035
2021-02-01,2021-04-01,2,ar1_logdiff,0.282037,0.317654,0.277304,0.293643,0.303370,0.311481,0.320193,0.326870,0.333622,0.339881,0.361497
2021-03-01,2021-04-01,1,ardl_logdiff,0.282037,0.304500,0.282796,0.290053,0.298490,0.302728,0.307600,0.310590,0.314823,0.317470,0.330756
2021-03-01,2021-04-01,1,ar1_logdiff,0.282037,0.298289,0.278568,0.286095,0.290927,0.295287,0.299673,0.303090,0.306420,0.309574,0.319798
2021-03-01,2021-05-01,2,ardl_logdiff,0.218953,0.230969,0.178571,0.196090,0.216462,0.226693,0.238453,0.245671,0.255891,0.262283,0.294358
2021-03-01,2021-05-01,2,ar1_logdiff,0.218953,0.222512,0.183051,0.198113,0.207781,0.216505,0.225281,0.232120,0.238782,0.245093,0.265551
2021-04-01,2021-05-01,1,ardl_logdiff,0.218953,0.207423,0.185729,0.193019,0.201109,0.205532,0.210445,0.213449,0.217423,0.220486,0.233225
2021-04-01,2021-05-01,1,ar1_logdiff,0.218953,0.205309,0.186007,0.192858,0.197772,0.202322,0.206851,0.210243,0.213544,0.216726,0.226407
2021-04-01,2021-06-01,2,ardl_logdiff,0.118900,0.114192,0.061818,0.079417,0.098949,0.109626,0.121486,0.128740,0.138334,0.145728,0.176484
2021-04-01,2021-06-01,2,ar1_logdiff,0.118900,0.107253,0.068630,0.082338,0.092172,0.101276,0.110339,0.117127,0.123734,0.130100,0.149474
2021-05-01,2021-06-01,1,ardl_logdiff,0.118900,0.126278,0.104596,0.111916,0.120095,0.124484,0.129383,0.132255,0.135852,0.139315,0.151640
2021-05-01,2021-06-01,1,ar1_logdiff,0.118900,0.121667,0.102451,0.109178,0.114118,0.118642,0.123079,0.126504,0.129953,0.133117,0.141955
2021-05-01,2021-07-01,2,ardl_logdiff,0.017268,0.033040,-0.019305,-0.001633,0.018113,0.028710,0.040537,0.047471,0.056153,0.064514,0.094269
2021-05-01,2021-07-01,2,ar1_logdiff,0.017268,0.033293,-0.005160,0.008302,0.018186,0.027239,0.036117,0.042971,0.049871,0.056204,0.073888
2021-06-01,2021-07-01,1,ardl_logdiff,0.017268,0.025330,0.003677,0.011523,0.019277,0.023388,0.028327,0.031179,0.034463,0.038344,0.050469
2021-06-01,2021-07-01,1,ar1_logdiff,0.017268,0.030370,0.011422,0.018022,0.023011,0.027493,0.031781,0.035226,0.038593,0.041806,0.050054
2021-06-01,2021-08-01,2,ardl_logdiff,-0.012994,-0.008832,-0.061109,-0.042166,-0.023447,-0.013520,-0.001598,0.005288,0.013217,0.022585,0.051858
2021-06-01,2021-08-01,2,ar1_logdiff,-0.012994,-0.002697,-0.040612,-0.027405,-0.017422,-0.008455,0.000127,0.007019,0.013756,0.020186,0.036690
2021-07-01,2021-08-01,1,ardl_logdiff,-0.012994,-0.017289,-0.038966,-0.031797,-0.023652,-0.019506,-0.014674,-0.011493,-0.008467,-0.004290,0.009556
2021-07-01,2021-08-01,1,ar1_logdiff,-0.012994,-0.016532,-0.035097,-0.029080,-0.024098,-0.019439,-0.015005,-0.011544,-0.008241,-0.004993,0.002673
2021-07-01,2021-09-01,2,ardl_logdiff,-0.042476,-0.042362,-0.094695,-0.077389,-0.057724,-0.047715,-0.036049,-0.028370,-0.021064,-0.010979,0.022446
2021-07-01,2021-09-01,2,ar1_logdiff,-0.042476,-0.044966,-0.082114,-0.070074,-0.060105,-0.050781,-0.041910,-0.034985,-0.028375,-0.021876,-0.006536
2021-08-01,2021-09-01,1,ardl_logdiff,-0.042476,-0.037861,-0.059531,-0.052327,-0.044092,-0.039862,-0.035691,-0.032060,-0.029152,-0.024878,-0.010993
2021-08-01,2021-09-01,1,ar1_logdiff,-0.042476,-0.041231,-0.059598,-0.053750,-0.048691,-0.044060,-0.039712,-0.036281,-0.033056,-0.029774,-0.022705
2021-08-01,2021-10-01,2,ardl_logdiff,-0.061875,-0.056530,-0.108845,-0.091453,-0.071572,-0.061359,-0.051291,-0.042525,-0.035503,-0.025186,0.008335
2021-08-01,2021-10-01,2,ar1_logdiff,-0.061875,-0.058488,-0.095241,-0.083538,-0.073415,-0.064149,-0.055449,-0.048584,-0.042130,-0.035563,-0.021417
2021-09-01,2021-10-01,1,ardl_logdiff,-0.061875,-0.061364,-0.083022,-0.075780,-0.067462,-0.063723,-0.059504,-0.055553,-0.052771,-0.048401,-0.034500
2021-09-01,2021-10-01,1,ar1_logdiff,-0.061875,-0.059801,-0.077919,-0.072242,-0.067103,-0.062500,-0.058305,-0.054843,-0.051689,-0.048374,-0.041893
2021-09-01,2021-11-01,2,ardl_logdiff,-0.065678,-0.066667,-0.118954,-0.101470,-0.081389,-0.072361,-0.062176,-0.052637,-0.045921,-0.035371,-0.001811
2021-09-01,2021-11-01,2,ar1_logdiff,-0.065678,-0.065527,-0.101780,-0.090420,-0.080137,-0.070927,-0.062534,-0.055607,-0.049295,-0.042661,-0.029694
2021-10-01,2021-11-01,1,ardl_logdiff,-0.065678,-0.067203,-0.088857,-0.081576,-0.073169,-0.069770,-0.065658,-0.061500,-0.058724,-0.054173,-0.040357
2021-10-01,2021-11-01,1,ar1_logdiff,-0.065678,-0.067716,-0.085790,-0.080026,-0.074805,-0.070356,-0.066511,-0.063033,-0.059759,-0.056275,-0.049815
2021-10-01,2021-12-01,2,ardl_logdiff,-0.045839,-0.064690,-0.116968,-0.099389,-0.079094,-0.070888,-0.060959,-0.050922,-0.044219,-0.033234,0.000122
2021-10-01,2021-12-01,2,ar1_logdiff,-0.045839,-0.064910,-0.101076,-0.089543,-0.079096,-0.070193,-0.062498,-0.055539,-0.048988,-0.042016,-0.029090
2021-11-01,2021-12-01,1,ardl_logdiff,-0.045839,-0.063091,-0.084698,-0.076922,-0.068917,-0.065486,-0.061615,-0.057418,-0.054704,-0.050078,-0.037049
2021-11-01,2021-12-01,1,ar1_logdiff,-0.045839,-0.062760,-0.080835,-0.074984,-0.069682,-0.065385,-0.061263,-0.058394,-0.055002,-0.051349,-0.044911
2021-11-01,2022-01-01,2,ardl_logdiff,-0.054488,-0.071295,-0.123458,-0.104686,-0.085358,-0.077077,-0.067732,-0.057598,-0.051047,-0.039877,-0.008424
2021-11-01,2022-01-01,2,ar1_logdiff,-0.054488,-0.071329,-0.107497,-0.095789,-0.085180,-0.076583,-0.068335,-0.062594,-0.055805,-0.048496,-0.035615
2021-12-01,2022-01-01,1,ardl_logdiff,-0.054488,-0.053213,-0.074772,-0.066510,-0.059146,-0.055429,-0.051669,-0.047579,-0.044577,-0.040282,-0.028253
2021-12-01,2022-01-01,1,ar1_logdiff,-0.054488,-0.053474,-0.071707,-0.065773,-0.060386,-0.056255,-0.052121,-0.048849,-0.045519,-0.042140,-0.035830
2021-12-01,2022-02-01,2,ardl_logdiff,-0.031222,-0.042635,-0.094683,-0.074737,-0.056958,-0.047985,-0.038908,-0.029032,-0.021786,-0.011417,0.017624
2021-12-01,2022-02-01,2,ar1_logdiff,-0.031222,-0.040868,-0.077352,-0.065478,-0.054699,-0.046433,-0.038160,-0.031613,-0.024951,-0.018188,-0.005562
2022-01-01,2022-02-01,1,ardl_logdiff,-0.031222,-0.043992,-0.065482,-0.056724,-0.049908,-0.045972,-0.042500,-0.038373,-0.035453,-0.031058,-0.019784
2022-01-01,2022-02-01,1,ar1_logdiff,-0.031222,-0.041938,-0.060140,-0.054117,-0.048679,-0.044687,-0.040609,-0.037597,-0.034114,-0.030636,-0.024316
2022-01-01,2022-03-01,2,ardl_logdiff,-0.018803,-0.030254,-0.082137,-0.060993,-0.044537,-0.035035,-0.026653,-0.016689,-0.009640,0.000970,0.028188
2022-01-01,2022-03-01,2,ar1_logdiff,-0.018803,-0.023304,-0.059726,-0.047675,-0.036792,-0.028806,-0.020646,-0.014617,-0.007648,-0.000690,0.011956
2022-02-01,2022-03-01,1,ardl_logdiff,-0.018803,-0.016809,-0.038455,-0.029243,-0.022656,-0.018856,-0.015424,-0.011258,-0.008109,-0.003991,0.006402
2022-02-01,2022-03-01,1,ar1_logdiff,-0.018803,-0.012001,-0.030294,-0.024184,-0.018704,-0.014842,-0.010749,-0.007325,-0.004041,-0.000854,0.005479
2022-02-01,2022-04-01,2,ardl_logdiff,0.005976,-0.000879,-0.053138,-0.030899,-0.014995,-0.005821,0.002465,0.012522,0.020123,0.030067,0.055157
2022-02-01,2022-04-01,2,ar1_logdiff,0.005976,0.005195,-0.031409,-0.019183,-0.008219,-0.000490,0.007700,0.014552,0.021122,0.027500,0.040171
2022-03-01,2022-04-01,1,ardl_logdiff,0.005976,-0.002980,-0.024570,-0.014930,-0.008698,-0.004884,-0.001607,0.002566,0.005645,0.009899,0.019405
2022-03-01,2022-04-01,1,ar1_logdiff,0.005976,-0.001976,-0.020182,-0.013980,-0.008732,-0.004770,-0.000697,0.002486,0.005983,0.009236,0.015538
2022-03-01,2022-05-01,2,ardl_logdiff,-0.009931,-0.019103,-0.071226,-0.047953,-0.032908,-0.023699,-0.015788,-0.005713,0.001720,0.011990,0.034940
2022-03-01,2022-05-01,2,ar1_logdiff,-0.009931,-0.014618,-0.051049,-0.038638,-0.028138,-0.020210,-0.012060,-0.005690,0.001307,0.007816,0.020427
2022-04-01,2022-05-01,1,ardl_logdiff,-0.009931,-0.009668,-0.031348,-0.021444,-0.015337,-0.011639,-0.008378,-0.004215,-0.000865,0.003121,0.011759
2022-04-01,2022-05-01,1,ar1_logdiff,-0.009931,-0.006240,-0.024512,-0.018223,-0.012997,-0.009095,-0.005002,-0.001555,0.001624,0.004885,0.011164
2022-04-01,2022-06-01,2,ardl_logdiff,-0.005970,-0.007111,-0.059451,-0.035542,-0.020798,-0.011870,-0.003998,0.006054,0.014142,0.023765,0.044619
2022-04-01,2022-06-01,2,ar1_logdiff,-0.005970,-0.003882,-0.040442,-0.027860,-0.017402,-0.009595,-0.001405,0.005494,0.011855,0.018379,0.030943
2022-05-01,2022-06-01,1,ardl_logdiff,-0.005970,-0.007386,-0.029026,-0.018810,-0.012954,-0.009336,-0.006113,-0.001960,0.001371,0.005373,0.013211
2022-05-01,2022-06-01,1,ar1_logdiff,-0.005970,-0.007769,-0.025986,-0.019617,-0.014339,-0.010609,-0.006543,-0.003191,0.000124,0.003387,0.009647
2022-05-01,2022-07-01,2,ardl_logdiff,0.017965,0.008743,-0.043499,-0.018837,-0.004698,0.004036,0.011817,0.021842,0.029885,0.039546,0.058469
2022-05-01,2022-07-01,2,ar1_logdiff,0.017965,0.005562,-0.030889,-0.018145,-0.007585,-0.000121,0.008015,0.014722,0.021355,0.027885,0.040410
2022-06-01,2022-07-01,1,ardl_logdiff,0.017965,0.010253,-0.011371,-0.000829,0.004776,0.008331,0.011526,0.015618,0.018831,0.022964,0.029986
2022-06-01,2022-07-01,1,ar1_logdiff,0.017965,0.007456,-0.010759,-0.004312,0.001017,0.004615,0.008713,0.011725,0.015323,0.018587,0.024829
2022-06-01,2022-08-01,2,ardl_logdiff,0.004016,0.002490,-0.049715,-0.024266,-0.010734,-0.002151,0.005562,0.015442,0.023198,0.033177,0.050128
2022-06-01,2022-08-01,2,ar1_logdiff,0.004016,0.004816,-0.031633,-0.018731,-0.008069,-0.000870,0.007330,0.013357,0.020557,0.027088,0.039578
2022-07-01,2022-08-01,1,ardl_logdiff,0.004016,0.010546,-0.011187,-0.000216,0.005079,0.008647,0.011755,0.015794,0.018882,0.023164,0.029173
2022-07-01,2022-08-01,1,ar1_logdiff,0.004016,0.015883,-0.002416,0.004110,0.009468,0.012952,0.017083,0.020483,0.023665,0.026900,0.033124
2022-07-01,2022-09-01,2,ardl_logdiff,-0.009123,0.015014,-0.037454,-0.010968,0.001817,0.010431,0.017933,0.027685,0.035140,0.045478,0.059983
2022-07-01,2022-09-01,2,ar1_logdiff,-0.009123,0.017397,-0.019218,-0.006159,0.004562,0.011532,0.019799,0.026602,0.032969,0.039442,0.051897
2022-08-01,2022-09-01,1,ardl_logdiff,-0.009123,0.008300,-0.013397,-0.002066,0.002641,0.006611,0.009547,0.013616,0.016626,0.021047,0.025799
2022-08-01,2022-09-01,1,ar1_logdiff,-0.009123,0.004913,-0.013164,-0.006813,-0.001671,0.002084,0.006179,0.009358,0.012803,0.015953,0.022279
2022-08-01,2022-10-01,2,ardl_logdiff,0.011083,0.011820,-0.040561,-0.013204,-0.001841,0.007744,0.014831,0.024655,0.031921,0.042596,0.054067
2022-08-01,2022-10-01,2,ar1_logdiff,0.011083,0.007288,-0.028883,-0.016175,-0.005885,0.001628,0.009821,0.016183,0.023075,0.029377,0.042035
2022-09-01,2022-10-01,1,ardl_logdiff,0.011083,-0.006562,-0.027790,-0.018049,-0.012359,-0.008480,-0.005147,-0.001002,0.001754,0.006263,0.011909
2022-09-01,2022-10-01,1,ar1_logdiff,0.011083,-0.007496,-0.025308,-0.019353,-0.014196,-0.010240,-0.006135,-0.003236,0.000519,0.003568,0.009993
2022-09-01,2022-11-01,2,ardl_logdiff,0.011083,-0.001882,-0.053130,-0.029612,-0.015878,-0.006513,0.001534,0.011542,0.018195,0.029080,0.042711
2022-09-01,2022-11-01,2,ar1_logdiff,0.011083,-0.009315,-0.044955,-0.033040,-0.022721,-0.014805,-0.006591,-0.000791,0.006722,0.012824,0.025679
2022-10-01,2022-11-01,1,ardl_logdiff,0.011083,0.016738,-0.004678,0.005425,0.010864,0.014598,0.018025,0.022129,0.025072,0.029371,0.035035
2022-10-01,2022-11-01,1,ar1_logdiff,0.011083,0.010211,-0.007677,-0.001719,0.003402,0.007344,0.011433,0.014765,0.018087,0.021334,0.027677
2022-10-01,2022-12-01,2,ardl_logdiff,-0.002999,-0.004447,-0.056150,-0.031760,-0.018628,-0.009613,-0.001341,0.008567,0.015673,0.026052,0.039725
2022-10-01,2022-12-01,2,ar1_logdiff,-0.002999,-0.006447,-0.042239,-0.030318,-0.020072,-0.012184,-0.004003,0.002663,0.009310,0.015809,0.028499
2022-11-01,2022-12-01,1,ardl_logdiff,-0.002999,-0.010367,-0.031728,-0.021298,-0.016260,-0.012515,-0.009099,-0.004905,-0.002117,0.002287,0.008041
2022-11-01,2022-12-01,1,ar1_logdiff,-0.002999,-0.005531,-0.023307,-0.017391,-0.012198,-0.008397,-0.004384,-0.001267,0.002314,0.005577,0.011910
2022-11-01,2023-01-01,2,ardl_logdiff,-0.003005,-0.016784,-0.068354,-0.043174,-0.031009,-0.021969,-0.013721,-0.003597,0.003135,0.013766,0.027658
